EntityRegistrantme;EntityCentralIndexKey;standardIndustrialClassification;DocumentFiscalYearFocus;ETR;Tax_Credit_Total;NetIncomeAvailableToCommonStockholdersBasic;NonoperatingIncomeLossPlusInterestAndDebtExpense;IncomeFromContinuingOperationsBeforeTax;Tax_Settlement_Total;Federal_Income;OtherComprehensiveIncome;ComprehensiveIncomeAttributableToNoncontrollingInterest;NetIncomeAttributableToParent;CostsAndExpenses;Foreign_Income;IncomeFromEquityMethodInvestments;Other_Reconciling_Total;State_Local_Income;OperatingIncomeLoss;OtherOperatingIncome;GrossProfit;PreferredStockDividendsAndOtherAdjustments;IncomeFromDiscontinuedOperations;ComprehensiveIncome;Revenues;IncomeTaxExpenseBenefit;NondeductibleExpense_Total;OperatingExpenses;ComprehensiveIncomeAttributableToParent;NetIncomeAttributableToNoncontrollingInterest;NetIncomeLoss;Tax_Contingency_Total;IncomeBeforeEquityMethodInvestments;Deduction_Total;ExtraordaryItemsGainLoss;IncomeFromContinuingOperationsAfterTax;CostOfRevenue
AXT INC;1051627;SEMICONDUCTORS & RELATED DEVICES [3674];2012;0.122;;2933000;;7003000;;;292000;3117000;3110000;;;1281000;;;5965000;;24852000;;;6442000;88374000;853000;;18887000;3325000;3040000;6150000;;;;;;63522000
WADDELL & REED FINCIAL INC;1052100;SECURITY BROKERS, DEALERS & FLOTATION COMPANIES [6211];2012;0.36;;150952000;;301003000;;;;;;;;;;;302497000;;;;-41576000;152262000;1173805000;108475000;;871308000;152262000;;150952000;;301003000;;;;
Red Lion Hotels CORP;1052595;HOTELS & MOTELS [7011];2012;-0.369;;-14674000;;;;;;;-14674000;160577000;;-1000;;;-9870000;;;;-4214000;;150707000;-6133000;;;;-7000;-14681000;;;;;;
WEIGHT WATCHERS INTERTIOL INC;105319;SERVICES-PERSOL SERVICES [7200];2012;0.383;;;;416961000;;;7258000;0;257426000;;;;;;510805000;;1082786000;;;264684000;1826812000;159535000;;;264684000;0;257426000;;416961000;;;;744026000
HERITAGE COMMERCE CORP;1053352;STATE COMMERCIAL BANKS [6022];2012;0.302;;8703000;;14203000;;;;;9909000;;;;;;;;;1206000;;11635000;52565000;4294000;;;11635000;;9909000;;14203000;;;;
IPASS INC;1053374;SERVICES-COMPUTER PROCESSING & DATA PREPARATION [7374];2012;0.17;;;;-3736000;;;;;-4378000;;;;;;-3479000;;;;;-4378000;126078000;642000;;129400000;-4378000;;-4378000;;-3736000;;;;53640000
AMERICAN TOWER CORP /MA/;1053507;REAL ESTATE INVESTMENT TRUSTS [6798];2012;0.15;;;;701294000;;;-62075000;64603000;637283000;1756241000;;35000;;;1119719000;;;;0;531950000;;107304000;;;596553000;-43258000;594025000;;701294000;;;;35798000
CRA INTERTIOL  INC.;1053706;SERVICES-LEGAL SERVICES [8111];2012;-0.089;;-52990000;;-58023000;;;-50893000;147000;;;;;;;-57810000;;88009000;;;-50893000;270390000;-5180000;;;-51040000;147000;-52843000;;-58023000;;;;182381000
WEIS MARKETS INC;105418;RETAIL-GROCERY STORES [5411];2012;0.37;;82511000;;130914000;;45820000;;;82511000;;;;;3925000;127032000;;742553000;;;82082000;;48403000;;;82082000;;82511000;;130914000;;;;
INNOSPEC INC.;1054905;CHEMICALS & ALLIED PRODUCTS [2800];2012;0.283;;68300000;;95200000;;;;;68300000;;;;;;98400000;;236400000;;;16900000;776400000;-26900000;;138000000;16900000;;68300000;;;;;;540000000
SCHOOL SPECIALTY INC;1055454;WHOLESALE-DURABLE GOODS [5000];2013;0.002;;-147692000;;-146590000;;;;;-147692000;;;-1436000;;;-49400000;;263880000;;;-148942000;;-334000;;;-148942000;;-147692000;;-146590000;;;;411118000
MCCLATCHY CO;1056087;NEWSPAPERS;2012;-0.993;;;;-21526000;;;-133662000;;-144000;;;31935000;;;186136000;;;;;-133806000;1230724000;-21382000;;1044588000;-133806000;;-144000;;;;;;
FEDERATED INVESTORS INC /PA/;1056288;INVESTMENT ADVICE [6282];2012;0.359;;188088000;10359000;308511000;;;5460000;9472000;188088000;633113000;;;;;312593000;;;;;203088000;945706000;110883000;;;193763000;9540000;197628000;;;;;;
WASTE CONNECTIONS  INC.;1057058;REFUSE SYSTEMS [4953];2012;0.398;;159093000;;265103000;;;;567000;159093000;;;;;;316147000;;;;;156975000;1661618000;105443000;;;156408000;567000;159660000;;265103000;;;;956357000
PC TEL INC;1057083;RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT [3663];2012;0.36;;-9259000;;-14548000;;;;-687000;-8611000;;;;;;-14689000;;35820000;;;-9271000;88849000;-5250000;;50509000;-8584000;-687000;-9298000;;;;;;53029000
HACKETT GROUP  INC.;1057379;SERVICES-MAGEMENT CONSULTING SERVICES [8742];2012;-0.03;;16697000;;16219000;;;;;16697000;217231000;;;;;16829000;;;;;17635000;234060000;-478000;;;17635000;;16697000;;16219000;;;;158756000
FIRST BANCORP /PR/;1057706;STATE COMMERCIAL BANKS [6022];2012;0.166;;29782000;;35714000;;10714000;9234000;;29782000;;;-19256000;-1462000;0;;;;;;39016000;687168000;5932000;2417000;;39016000;;29782000;;35714000;;;;
WEST PHARMACEUTICAL SERVICES INC;105770;FABRICATED RUBBER PRODUCTS, NEC [3060];2012;0.302;;;;108600000;;;-4400000;;;;;4800000;;;135100000;;387700000;;;76300000;1266400000;32700000;;;;;80700000;;108600000;;;;878700000
IDACORP INC.;1057877;ELECTRIC SERVICES [4911];2012;0.134;;;;195047000;0;68206000;;173000;168761000;;;-328000;;7503000;242602000;;;;;163440000;1080662000;26113000;;838060000;163267000;173000;168934000;0;;;;;
MARVELL TECHNOLOGY GROUP LTD;1058057;SEMICONDUCTORS & RELATED DEVICES [3674];2013;0.012;;306585000;;310190000;;;372000;;306585000;;;;;;294657000;;;;;306957000;;3605000;;;306957000;;306585000;;310190000;;;;1493497000
CHIPOTLE MEXICAN GRILL INC;1058090;RETAIL-EATING PLACES [5812];2012;0.393;;278000000;;457685000;;;;;278000000;;;;;;455865000;;;;;278827000;;179685000;;;278827000;;278000000;;;;;;
COGNIZANT TECHNOLOGY SOLUTIONS CORP;1058290;SERVICES-COMPUTER PROGRAMMING SERVICES [7371];2012;0.242;;;;1387596000;;485659000;85711000;;1051263000;;-22126000;;;24032000;1361496000;;;;;1136974000;;336333000;;;1136974000;;1051263000;;1387596000;;;;
IMMERSION CORP;1058811;COMPUTER PERIPHERAL EQUIPMENT, NEC [3577];2012;-0.161;;-5564000;;-4925000;;;;;-5564000;37264000;;;;;-5095000;;;;153000;-5573000;32169000;792000;;;-5573000;;-5564000;;-4925000;;;;1188000
bebe stores  inc.;1059272;WOMEN'S, MISSES', AND JUNIORS OUTERWEAR [2330];2013;0.535;;-77420000;;-50432000;;;;;-77420000;;;;;;-51247000;;158296000;;0;-76788000;484686000;26988000;;;-76788000;;-77420000;;-50432000;;;;326390000
MOODYS CORP /DE/;1059556;SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES [7320];2012;0.317;;;;1024000000;;;;10700000;690000000;;;;;;1077400000;;;;;726100000;;324300000;;1652900000;715400000;9700000;699700000;;1024000000;;;;
GAMCO INVESTORS  INC. ET AL;1060349;SECURITY BROKERS, DEALERS & FLOTATION COMPANIES [6211];2012;0.356;;;;117316000;;;3780000;;75539000;233151000;;5948000;;;111130000;;;;75539000;79375000;344281000;41721000;;233151000;79319000;-56000;75595000;;117316000;;;;
WESTERN DIGITAL CORP;106040;COMPUTER STORAGE DEVICES [3572];2013;0.2;;;;1222000000;;;-20000000;;980000000;;;;;;1266000000;;;;;960000000;;242000000;;;;;980000000;;1222000000;;;;
SEATTLE GENETICS INC /WA;1060736;BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES) [2836];2012;0;;-53782000;;;;;;;-53782000;268066000;;;;;-57254000;;;;;-53765000;210812000;0;;;-53765000;;-53782000;;;;;;11546000
CARTERS INC;1060822;APPAREL & OTHER FINISHED PRODS OF FABRICS & SIMILAR MATERIAL [2300];2012;0.369;;159054691;;255391000;;;;;161150000;;;;;;261986000;;937948000;;;161227000;;94241000;;;161227000;;161150000;;255391000;;;;1443786000
CONVERGYS CORP.;1062047;SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN [7373];2012;0.039;;100600000;;29300000;;;36200000;;100600000;1966400000;;0;;;38600000;;;;72400000;136800000;2005000000;1100000;;;136800000;;100600000;;;;;;1289500000
FAIRPOINT COMMUNICATIONS INC;1062613;TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813];2012;-0.384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NIC INC;1065332;SERVICES-MAGEMENT CONSULTING SERVICES [8742];2012;0.39;;;;43175559;;;;;26338748;167950756;;;;;43191770;;;;;;211142526;16836811;;;;;26338748;;43175559;;;;
WEYERHAEUSER CO;106535;REAL ESTATE INVESTMENT TRUSTS [6798];2012;0.125;0;385000000;;439000000;;1.54E+08;;-1000000;385000000;;8.00E+06;4000000;;6000000;735000000;;1249000000;;0;5000000;;55000000;;;6000000;-1000000;384000000;-6000000;;;;;
LKQ CORP;1065696;WHOLESALE-MOTOR VEHICLES & MOTOR VEHICLE PARTS & SUPPLIES [5010];2012;0.362;;261225000;2643000;409167000;;;9720000;;261225000;;;;;;437953000;;1724140000;;0;270945000;;147942000;;;270945000;;261225000;;409167000;;;;
JANUS CAPITAL GROUP INC;1065865;INVESTMENT ADVICE [6282];2012;0.366;;102300000;;176600000;;;1100000;9600000;;635500000;;;;;214500000;;;;;113000000;850000000;64700000;;;103400000;9600000;111900000;;176600000;;;;
EGAIN Corp;1066194;SERVICES-PREPACKAGED SOFTWARE [7372];2013;0.357;;684000;;1063000;;;-418000;;684000;;;;;;1243000;;40883000;;;266000;58889000;379000;;39640000;266000;;684000;;1063000;;;;18006000
Entercom Communications Corp.;1067837;RADIO BROADCASTING STATIONS [4832];2012;0.525;;;;23742000;;8310000;;;11268000;;;;;2274000;76594000;;;;;;388924000;12474000;;312330000;;;11268000;;23742000;;;;
EAST WEST BANCORP INC;1069157;STATE COMMERCIAL BANKS [6022];2012;0.338;;274793000;;425592000;;;38609000;;281650000;;;;;;;;;6857000;;320259000;1051095000;143942000;;;320259000;;281650000;;425592000;;;281065000;
TASER INTERTIOL INC;1069183;ORDNCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES) [3480];2012;0.348;;14737742;;22611362;;7913977;14761666;;14737742;;;;;968902;22528520;;67714575;;;;114752748;7873620;;45186055;;;14737742;;22611362;;;;3914887
STERLING BANCORP;1070154;TIOL COMMERCIAL BANKS [6021];2013;0.311;;25254000;;36668000;;12833000;-22229000;;25254000;;;;;1135000;;;;;;3025000;132061000;11414000;;;3025000;;25254000;;36668000;;;;
ACHILLION PHARMACEUTICALS INC;1070336;PHARMACEUTICAL PREPARATIONS [2834];2012;0;;-47127000;;;;;39000;;-47127000;;;;;;-47293000;;;;;-47088000;2607000;;;49900000;-47088000;;-47127000;;;;;;
CONSOL Energy Inc;1070412;BITUMINOUS COAL & LIGNITE SURFACE MINING [1221];2012;0.22;;388470000;;;-925000;174047000;54212000;-397000;388470000;;;27048000;;4479000;;;;;;442285000;;109201000;;;442682000;-397000;388073000;;;;;;
WILEY JOHN & SONS  INC.;107140;BOOKS;2013;0.228;;144225000;;186922000;;;;;144225000;1567334000;;;;;199427000;;1228500000;;;66003000;1760778000;42697000;;933148000;66003000;;144225000;;186922000;;;;532232000
FUSION TELECOMMUNICATIONS INTERTIOL INC;1071411;TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813];2012;0;;-5610843;;;;;;;-5207243;;;;;;-4812618;;6625138;-403600;41345;;44287509;;;11437756;;;-5207243;;;;;;37662371
BOTTOMLINE TECHNOLOGIES INC /DE/;1073349;SERVICES-PREPACKAGED SOFTWARE [7372];2013;-0.213;;-14395000;;-18293000;;;;;-14395000;;139000;;;;-6936000;;135488000;;;-18291000;254774000;-3898000;;142424000;-18291000;;-14395000;;-18293000;;;;119286000
US CONCRETE INC;1073429;CONCRETE PRODUCTS, EXCEPT BLOCK & BRICK [3272];2012;0.127;;-25739000;;-29509000;;-10328000;;;-25739000;;;;-89000;-1552000;1217000;;;;10000;;531047000;-3760000;2095000;;;;-25739000;;-29509000;;;;455825000
LCNB CORP;1074902;TIOL COMMERCIAL BANKS [6021];2012;0.253;;8270000;;11065000;;;;;8270000;;;;;;;;;;0;7963000;29938000;2795000;;;7963000;;8270000;;11065000;;;;
SENIOR HOUSING PROPERTIES TRUST;1075415;REAL ESTATE INVESTMENT TRUSTS [6798];2012;0.003;;135884000;;136259000;;;;;;386701000;;316000;;;258141000;;;;;144218000;644842000;375000;;;144218000;;135884000;;;;;;
WINNEBAGO INDUSTRIES INC;107687;MOTOR HOMES [3716];2013;-0.291;;31953000;;45094000;;;4535000;;31953000;;;;;;44398000;;84631000;;;36488000;803165000;13141000;;40233000;36488000;;31953000;;45094000;;;;718534000
NETSCOUT SYSTEMS INC;1078075;SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN [7373];2013;0.363;;;;63736000;;;459000;;40609000;;;;;;64529000;;276542000;;;41068000;350550000;23127000;;212013000;41068000;;40609000;;63736000;;;;74008000
UTILUS  INC.\n;1078207;SPORTING & ATHLETIC GOODS, NEC[3949];2012;-0.022;;16883000;;10416000;;;;;16883000;;;;;;10588000;;91037000;;6241000;16800000;193926000;-226000;;80449000;16800000;;16883000;;10416000;;;;102889000
UTILUS  INC.\n;1078207;SPORTING & ATHLETIC GOODS, NEC[3949];2012;-0.022;;16883000;;10416000;;;;;16883000;;;;;;10588000;;91037000;;6241000;16800000;193926000;-226000;;80449000;16800000;;16883000;;10416000;;;;102889000
UTILUS  INC.\n;1078207;SPORTING & ATHLETIC GOODS, NEC[3949];2012;-0.022;;16883000;;10416000;;;;;16883000;;;;;;10588000;;91037000;;6241000;16800000;193926000;-226000;;80449000;16800000;;16883000;;10416000;;;;102889000
UTILUS  INC.\n;1078207;SPORTING & ATHLETIC GOODS, NEC[3949];2012;-0.022;;16883000;;10416000;;;;;16883000;;;;;;10588000;;91037000;;6241000;16800000;193926000;-226000;;80449000;16800000;;16883000;;10416000;;;;102889000
UTILUS  INC.\n;1078207;[3949];2012;-0.022;;16883000;;10416000;;;;;16883000;;;;;;10588000;;91037000;;6241000;16800000;193926000;-226000;;80449000;16800000;;16883000;;10416000;;;;102889000
UTILUS  INC.\n;1078207;[3949];2012;-0.022;;16883000;;10416000;;;;;16883000;;;;;;10588000;;91037000;;6241000;16800000;193926000;-226000;;80449000;16800000;;16883000;;10416000;;;;102889000
UTILUS  INC.\n;1078207;[3949];2012;-0.022;;16883000;;10416000;;;;;16883000;;;;;;10588000;;91037000;;6241000;16800000;193926000;-226000;;80449000;16800000;;16883000;;10416000;;;;102889000
UTILUS  INC.\n;1078207;[3949];2012;-0.022;;16883000;;10416000;;;;;16883000;;;;;;10588000;;91037000;;6241000;16800000;193926000;-226000;;80449000;16800000;;16883000;;10416000;;;;102889000
WISCONSIN PUBLIC SERVICE CORP;107833;ELECTRIC & OTHER SERVICES COMBINED [4931];2012;0.317;;131700000;;197400000;;69100000;;;134800000;;;;;8700000;224200000;;;;;;1499200000;62600000;;;;;134800000;;;;;;
BECTON DICKINSON & CO;10795;SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841];2013;0.202;;;;1165000000;;;286000000;;;;;5000000;;;1254000000;;;;364000000;1579000000;;236000000;;;;;1293000000;;1165000000;;;;
VirnetX Holding Corp;1082324;PATENT OWNERS & LESSORS [6794];2012;-0.3169;;-26924000;;-39459000;;;12000;;-26924000;;;;;;-38861000;;;;;-26912000;;-12535000;;39273000;;;-26924000;;-39459000;;;;
J2 GLOBAL  INC.;1084048;TELEGRAPH & OTHER MESSAGE COMMUNICATIONS [4822];2012;0.215;;121580000;;154922000;;;3389000;;121580000;;;;;;162162000;;304383000;;;125052000;371396000;33259000;;142221000;124969000;83000;121663000;;154922000;;;;
PACIFIC CONTINENTAL CORP;1084717;TIOL COMMERCIAL BANKS [6021];2012;0.3274;;12653000;;18812000;;6584000;2277000;;12653000;;;;;775000;;;;;;14930000;55894000;6159000;;;14930000;;12653000;;18812000;;;;
RESOURCES CONNECTION INC;1084765;SERVICES-BUSINESS SERVICES, NEC [7389];2013;0.486;;20504000;;39877000;;;;;20504000;;;;;;39702000;;214294000;;;18436000;556334000;19373000;;;18436000;;20504000;;39877000;;;;342040000
ENCORE CAPITAL GROUP INC;1084961;SHORT-TERM BUSINESS CREDIT INSTITUTIONS [6153];2012;0.397;;;;130325000;;45614000;;;69477000;;-481000;;;5551000;154176000;;;;-9094000;69671000;555872000;51754000;;401696000;69671000;;69477000;;130325000;;;;
TURAL GAS SERVICES GROUP INC;1084991;OIL, GAS FIELD SERVICES, NBC [1389];2012;0.37;;;;20211000;;;;;12685000;73507000;;;;;20215000;;;;;;93722000;7526000;;;;;12685000;;;;;;
WORTHINGTON INDUSTRIES INC;108516;STEEL WORKS, BLAST FURCES & ROLLING & FINISHING MILLS [3310];2013;0.321;;136442000;;201300000;;;8364000;406000;136442000;;;94624000;;;129142000;;396643000;;;145199000;;64465000;;;144793000;393000;136835000;;;;;;
PUGET ENERGY INC /WA;1085392;ELECTRIC SERVICES [4911];2012;0.277;;273821000;;378546000;;132491000;;;273821000;;;;;;715535000;;;;;271899000;;104725000;;;271899000;;273821000;;378546000;;;;
PERFICIENT INC;1085869;SERVICES-COMPUTER PROGRAMMING SERVICES [7371];2012;0.38;;16107000;;25985000;;;;;16107000;;;;;;26084000;;103403000;;;16080000;327096000;9878000;;;16080000;;16107000;;25985000;;;;223693000
FARMERS & MERCHANTS BANCORP;1085913;TIOL COMMERCIAL BANKS [6021];2012;0.375;;23349000;;37334000;;13067000;;;23349000;;;;;2453000;;;;;;25681000;78491000;13985000;;;25681000;;23349000;;37334000;;;;
AKAMAI TECHNOLOGIES INC;1086222;SERVICES-BUSINESS SERVICES, NEC [7389];2012;0.366;;203989000;;321591000;;;-381000;;203989000;1059460000;;;;;314487000;;;;;203608000;1373947000;117602000;;;203608000;;203989000;;321591000;;;;431911000
CUMBERLAND PHARMACEUTICALS INC;1087294;PHARMACEUTICAL PREPARATIONS [2834];2012;0.36;;5842492;;9050982;;;;;5842492;40033135;;;;;8818102;;;;;5806206;48851237;3244776;;;5806206;-36286;5806206;;9050982;;;;5046179
RED HAT INC;1087423;SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC. [7370];2013;0.284;;150204000;;209752000;;73413000;-2015000;;150204000;;-7034000;;;907000;201038000;;1128217000;;;148189000;1328817000;59548000;2141000;927179000;148189000;;150204000;;209752000;;;;200600000
Xerox Corporation;108772;SERVICES-BUSINESS SERVICES, NEC [7389];2012;0.205;;1195000000;;1348000000;;;;28000000;1195000000;;;152000000;;;;;;;;712000000;;277000000;;;684000000;28000000;1223000000;;1348000000;;;;
DICKS SPORTING GOODS INC;1089063;RETAIL-MISCELLANEOUS SHOPPING GOODS STORES [5940];2012;0.407;;290709000;;489825000;;;;;;;;;;;523674000;;1837163000;;;290703000;;199116000;;;290703000;;290709000;;489825000;;;;
OMNOVA SOLUTIONS INC;1090061;FABRICATED RUBBER PRODUCTS, NEC [3060];2012;0.303;;27500000;;36900000;;;;;27600000;;;0;;;93400000;;227200000;;1900000;3200000;1125500000;11200000;;190300000;;;27600000;;;;;;898300000
UNITED PARCEL SERVICE INC;1090727;TRUCKING & COURIER SERVICES (NO AIR) [4210];2012;0.171;;;;974000000;;;;;807000000;;;;;;1343000000;;;;;556000000;;167000000;;;556000000;0;807000000;;974000000;;;;
AGILENT TECHNOLOGIES INC;1090872;INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGLS [3825];2013;0.16;;;;859000000;;;202000000;;;;-1.62E+08;;;7000000;951000000;;;;;926000000;;135000000;;;926000000;;724000000;;859000000;;;;
CIRCOR INTERTIOL INC;1091883;MISCELLANEOUS FABRICATED METAL PRODUCTS [3490];2012;0.262;;;;41759000;;;;;30799000;;;;;;46531000;;241543000;;;32289000;845552000;10960000;;;32289000;;30799000;;41759000;;;;604009000
WORLD WRESTLING ENTERTAINMENTINC;1091907;SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION [7812];2012;0.264;;31432000;;42684000;;14939000;;;31432000;;-32000;;;1297000;43195000;;;;;32201000;484013000;11252000;;;32201000;;31432000;;;;;;284453000
TJX COMPANIES INC /DE/;109198;RETAIL-FAMILY CLOTHING STORES [5651];2013;0.38;;;;;;;;;;;;;;;;;;;;1885870000;;1170664000;;;;;1906687000;;;;;;
DEXCOM INC;1093557;SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841];2012;0.0228;;-54500000;;-55800000;;;0;;-54500000;;;;;;-55700000;;46600000;;;-54500000;99900000;-1300000;;102300000;-54500000;;-54500000;;;;;;53300000
TELEDYNE TECHNOLOGIES INC;1094285;SEARCH, DETECTION, VIGATION, GUIDANCE, AEROUTICAL SYS [3812];2012;0.287;;164100000;;228200000;;;-32300000;;164100000;1884200000;;;;;243100000;;;;2300000;131800000;2127300000;65400000;;;131800000;1000000;165100000;;228200000;;;;1379100000
FINISAR CORP;1094739;SEMICONDUCTORS & RELATED DEVICES [3674];2013;-0.029;;-5454000;;-7838000;;;-195000;;-5454000;;;;;;-5555000;;257041000;;0;-8260000;934335000;227000;;262596000;-5649000;-2611000;-8065000;;;;;;662094000
MUTUALFIRST FINCIAL INC;1094810;STATE COMMERCIAL BANKS [6022];2012;0.2664;283000;5800000;;9878000;;;1600000;;7246000;;;-498000;;;;;;1446000;;8846000;55348000;2632000;;;8846000;;7246000;;9878000;;;;
WEB.COM GROUP  INC.;1095291;SERVICES-PREPACKAGED SOFTWARE [7372];2012;-0.12;;-122217000;;-138955000;;;5000;;-122217000;;;;;;-36010000;;247316000;;0;-122212000;407646000;-16738000;;283326000;-122212000;;-122217000;;-138955000;;;;160330000
APPLIED INDUSTRIAL TECHNOLOGIES INC;109563;WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES [5080];2013;0.335;;118149000;;177665000;;;1148000;;118149000;;;;;;176399000;;682962000;;;119297000;20217000;59516000;;;119297000;;118149000;;177665000;;;;1779209000
MARKEL CORP;1096343;FIRE, MARINE & CASUALTY INSURANCE [6331];2012;0.17;;253385000;;312050000;;;250412000;4858000;253385000;;;;;;404812000;;;;;508660000;;53802000;;;503802000;4863000;258248000;;;;;;
VECTREN CORP;1096385;GAS & OTHER SERVICES COMBINED [4932];2012;0.342;;159000000;;241500000;;;;;159000000;;;-23300000;;;352500000;;;;;168000000;;82500000;;1880300000;;;159000000;;;;;;
ALIGN TECHNOLOGY INC;1097149;ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES [3842];2012;0.3038;;58691000;;84296000;;;;;58691000;;;;;;85592000;;416388000;;;58848000;560041000;25605000;;330796000;58848000;;58691000;;84296000;;;;143653000
ON Semiconductor Corporation;1097864;SEMICONDUCTORS & RELATED DEVICES [3674];2012;-0.184;;;;-72900000;;;;4300000;-90600000;;;;;;-16300000;;951900000;;;-80700000;;13400000;;968200000;-85000000;4300000;-86300000;;-72900000;;;;1943000000
CHARLES RIVER LABORATORIES INTERTIOL INC;1100682;SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH [8731];2012;0.213;;97295000;;129746000;;;;615000;;;;;;;165765000;;;;-4252000;99920000;1129530000;27628000;;;99305000;571000;97866000;;129746000;;;;478492000
CABOT MICROELECTRONICS CORP;1102934;SEMICONDUCTORS & RELATED DEVICES [3674];2013;0.308;;50891000;;74220000;;;;;51385000;;;;;;76471000;;212116000;;;38355000;;22835000;;135645000;38355000;;51385000;;74220000;;;;221015000
LIVEPERSON INC;1102993;SERVICES-PREPACKAGED SOFTWARE [7372];2012;0.4071;;;;10717000;;;-19000;;6355000;147068000;;;;;10341000;;;;;6336000;157409000;4362000;;;6336000;;6355000;;10717000;;;;35579000
BIODELIVERY SCIENCES INTERTIOL INC;1103021;PHARMACEUTICAL PREPARATIONS [2834];2012;0.0725;;1652181;;1781301;;;;;1652181;;;;;;7061790;;;;;;54542426;129120;;45570851;;;1652181;;1781301;;;;1909785
Mondelez Intertiol  Inc.;1103982;FOOD & KINDRED PRODUCTS [2000];2012;0.117;;;;1774000000;;;-298000000;33000000;;;;;;;;;;;1488000000;;;207000000;;;;27000000;;;1774000000;;;;
SOHU COM INC;1104188;SERVICES-COMPUTER PROCESSING & DATA PREPARATION [7374];2012;0.3;;87159000;;253363000;;;;;87159000;;;;;;223299000;;697543000;;;181605000;1067201000;76171000;;474244000;90482000;;177192000;;;;;;369658000
CAPELLA EDUCATION CO;1104349;SERVICES-EDUCATIOL SERVICES [8200];2012;0.388;;36477000;;59338000;;;;;36477000;362507000;;;;;59383000;;;;;36148000;421890000;23047000;;;36148000;-186000;36291000;;59338000;;;;
INSMED INC;1104506;PHARMACEUTICAL PREPARATIONS [2834];2012;0;;-41374000;;-41374000;;;;;-41374000;;;;;;-42438000;;;;;-41374000;0;0;;42438000;-41374000;;-41374000;;-41374000;;;;
MATERION Corp;1104657;METAL FORGING & STAMPINGS [3460];2012;0.267;;24664000;;33642000;;;-16214000;;24664000;;;;;;36776000;;198783000;;;8450000;;8978000;;;8450000;;24664000;;;;;;1074295000
QUALYS  INC.;1107843;SERVICES-PREPACKAGED SOFTWARE [7372];2012;0.136;;1076000;;2638000;;;;;2280000;;;;;;3004000;;73016000;;;2229000;91420000;358000;;70012000;2229000;;2280000;;2638000;;;;18404000
